1,4,90,0,0,1.5124,1
2,4,0,0,1,1.524,1
3,4,180,180,1,1.3609,0.01
4,4,270,0,0,1.0911,1
5,4,270,90,0,1.9888,1
6,4,0,0,1,2.0904,1
7,4,90,0,0,2.1029,1
8,4,90,0,0,1.4742,0.01
9,4,0,180,0,1.2853,0.01
10,4,270,180,0,1.7241,0.01
11,4,180,180,1,2.0861,0.01
12,4,180,180,1,1.7371,1
13,4,0,180,0,2.2402,0.01
14,4,270,180,0,2.0442,1
15,4,90,0,0,1.5075,1
16,4,270,90,0,1.3602,0.01
17,4,180,0,0,2.2987,1
18,4,0,180,0,2.8961,1
19,4,180,90,0,1.693,1
20,4,270,270,1,1.4351,0.01
21,4,180,90,0,1.3403,1
22,4,270,0,0,1.345,0.01
23,4,0,0,1,1.558,1
24,4,270,0,0,2.0581,1
25,4,90,270,0,1.8687,1
26,4,0,0,1,1.9932,0.01
27,4,180,180,1,2.0456,1
28,4,0,0,1,2.0797,0.01
29,4,0,0,1,1.6482,0.01
30,4,180,0,0,1.9477,0.01
31,4,90,0,0,0.94121,0.01
32,4,90,180,0,1.265,0.01
33,4,90,90,1,1.2617,0.01
34,4,90,0,0,2.9491,1
35,4,90,0,0,1.1856,0.01
36,4,180,0,0,2.0241,1
37,4,0,90,0,1.7845,0.01
38,4,0,90,0,1.3985,1
39,4,90,180,0,1.6329,0.01
40,4,270,90,0,1.9985,0.01
41,4,0,90,0,1.8301,0.01
42,4,180,180,1,1.2422,1
43,4,270,270,1,2.1075,1
44,4,270,90,0,2.0494,1
45,4,90,180,0,1.2363,0.01
46,4,90,90,1,1.6131,1
47,4,180,270,0,1.1748,0.01
48,4,90,0,0,2.0815,0.01
49,4,270,0,0,1.2674,0.01
50,4,180,90,0,1.22,1
