1,4,270,270,1,1.7938,1
2,4,0,270,0,1.3034,1
3,4,90,90,1,1.2764,1
4,4,270,270,1,1.4601,1
5,4,90,90,1,1.1751,1
6,4,270,270,1,1.1844,1
7,4,90,270,0,1.7783,0.01
8,4,90,90,1,0.95834,0.01
9,4,0,90,0,1.203,1
10,4,180,90,0,1.3263,1
11,4,90,0,0,1.4361,1
12,4,90,90,1,1.6772,0.01
13,4,180,270,0,1.1738,0.01
14,4,0,270,0,1.1646,1
15,4,90,270,0,1.0335,1
16,4,270,270,1,1.2389,0.01
17,4,180,270,0,1.5604,0.01
18,4,0,90,0,1.272,0.01
19,4,0,90,0,1.7941,0.01
20,4,0,180,0,1.0638,1
21,4,90,0,0,1.0742,1
22,4,180,270,0,1.0187,0.01
23,4,180,270,0,1.2635,0.01
24,4,0,180,0,0.94288,1
25,4,180,180,1,1.2113,0.01
26,4,0,0,1,1.6808,0.01
27,4,0,270,0,1.8432,1
28,4,0,270,0,1.3765,1
29,4,0,270,0,1.9945,1
30,4,0,90,0,1.0364,1
31,4,0,90,0,0.94388,1
32,4,90,90,1,1.6086,1
33,4,90,180,0,0.74419,1
34,4,0,180,0,1.0824,0.01
35,4,90,270,0,1.2778,0.01
36,4,270,270,1,1.2464,0.01
37,4,180,180,1,1.1758,0.01
38,4,180,0,0,1.1666,0.01
39,4,0,180,0,0.97179,0.01
40,4,0,90,0,0.9079,0.01
41,4,0,90,0,0.90167,1
42,4,270,180,0,0.80517,0.01
43,4,180,0,0,0.79649,0.01
44,4,180,270,0,1.206,1
45,4,90,90,1,0.98619,0.01
46,4,0,0,1,1.1009,0.01
47,4,180,180,1,1.2024,0.01
48,4,270,0,0,1.2862,1
49,4,0,0,1,1.1914,0.01
50,4,90,0,0,0.97202,1
